NoteNumber	EmployeeNumber	LocationType	LocationCode	GrossPay	Deductions	NetPay	ActualGrossPay	DesignationCode	Servicetype	EmployeeType	ServiceStatus	CentreCode	TotalPaidDays	LastPayAbsentDays	TotalWorkedDays	isPaid	ActualPaidDays	ActualNet	Arrers	ArrersPaid	EffectiveFrom	EmpDays	SPPEDays	SPPEPdays	WagePaymentNNO	WagePaymentNoteNo	PaymentPeriodDays	DaysAbsent	DayString	RollerBidi	PackerGoodBags	packerGoodBidis	PackerChatBags	PackerChatBidis
200001-EPC-20070212-00002	49262	1	15012	147.00	15.00	132.00	147.00	56	2	1	4	15	2.70	0.00	3.00	0	2.70	132.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2700	0	0	0	0
200001-EPC-20070212-00002	49263	1	15012	103.00	10.00	93.00	103.00	56	2	1	4	15	1.90	0.00	3.00	0	1.90	93.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1900	0	0	0	0
200001-EPC-20070212-00002	49265	1	15012	147.00	15.00	132.00	147.00	56	2	1	4	15	2.70	0.00	3.00	0	2.70	132.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2700	0	0	0	0
200001-EPC-20070212-00002	49268	1	15012	130.00	13.00	117.00	130.00	56	2	1	4	15	2.40	0.00	3.00	0	2.40	117.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2400	0	0	0	0
200001-EPC-20070212-00002	49269	1	15012	120.00	12.00	108.00	120.00	56	2	1	4	15	2.20	0.00	3.00	0	2.20	108.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2200	0	0	0	0
200001-EPC-20070212-00002	49271	1	15012	124.00	12.00	112.00	124.00	56	2	1	4	15	2.30	0.00	3.00	0	2.30	112.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2300	0	0	0	0
200001-EPC-20070212-00002	49272	1	15012	43.00	4.00	39.00	43.00	56	2	1	4	15	0.80	0.00	1.00	0	0.80	39.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	800	0	0	0	0
200001-EPC-20070212-00002	49273	1	15008	27.00	3.00	24.00	27.00	56	2	1	4	15	0.50	0.00	1.00	0	0.50	24.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	500	0	0	0	0
200001-EPC-20070212-00002	49274	1	15012	54.00	5.00	49.00	54.00	56	2	1	4	15	1.00	0.00	2.00	0	1.00	49.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1000	0	0	0	0
200001-EPC-20070212-00002	49276	1	15012	124.00	12.00	112.00	124.00	56	2	1	4	15	2.30	0.00	3.00	0	2.30	112.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2300	0	0	0	0
200001-EPC-20070212-00002	49277	1	15012	54.00	5.00	49.00	54.00	56	2	1	4	15	1.00	0.00	1.00	0	1.00	49.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1000	0	0	0	0
200001-EPC-20070212-00002	49278	1	15012	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49279	1	15012	136.00	14.00	122.00	136.00	56	2	1	4	15	2.50	0.00	3.00	0	2.50	122.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2500	0	0	0	0
200001-EPC-20070212-00002	49281	1	15012	141.00	14.00	127.00	141.00	56	2	1	4	15	2.60	0.00	3.00	0	2.60	127.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2600	0	0	0	0
200001-EPC-20070212-00002	49282	1	15012	120.00	12.00	108.00	120.00	56	2	1	4	15	2.20	0.00	3.00	0	2.20	108.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2200	0	0	0	0
200001-EPC-20070212-00002	49283	1	15012	250.00	25.00	225.00	250.00	56	2	1	4	15	4.60	0.00	3.00	0	4.60	225.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	4600	0	0	0	0
200001-EPC-20070212-00002	49284	1	15012	103.00	10.00	93.00	103.00	56	2	1	4	15	1.90	0.00	2.00	0	1.90	93.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1900	0	0	0	0
200001-EPC-20070212-00002	49286	1	15012	87.00	9.00	78.00	87.00	56	2	1	4	15	1.60	0.00	3.00	0	1.60	78.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1600	0	0	0	0
200001-EPC-20070212-00002	49288	1	15012	141.00	14.00	127.00	141.00	56	2	1	4	15	2.60	0.00	3.00	0	2.60	127.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2600	0	0	0	0
200001-EPC-20070212-00002	49289	1	15012	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49290	1	15012	147.00	15.00	132.00	147.00	56	2	1	4	15	2.70	0.00	3.00	0	2.70	132.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2700	0	0	0	0
200001-EPC-20070212-00002	49291	1	15012	114.00	11.00	103.00	114.00	56	2	1	4	15	2.10	0.00	3.00	0	2.10	103.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2100	0	0	0	0
200001-EPC-20070212-00002	49292	1	15012	87.00	9.00	78.00	87.00	56	2	1	4	15	1.60	0.00	2.00	0	1.60	78.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1600	0	0	0	0
200001-EPC-20070212-00002	49294	1	15012	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49295	1	15012	147.00	15.00	132.00	147.00	56	2	1	4	15	2.70	0.00	3.00	0	2.70	132.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2700	0	0	0	0
200001-EPC-20070212-00002	49298	1	15012	109.00	11.00	98.00	109.00	56	2	1	4	15	2.00	0.00	3.00	0	2.00	98.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2000	0	0	0	0
200001-EPC-20070212-00002	49299	1	15012	141.00	14.00	127.00	141.00	56	2	1	4	15	2.60	0.00	3.00	0	2.60	127.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2600	0	0	0	0
200001-EPC-20070212-00002	49300	1	15012	326.00	33.00	293.00	326.00	56	2	1	4	15	6.00	0.00	3.00	0	6.00	293.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	6000	0	0	0	0
200001-EPC-20070212-00002	49301	1	15012	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49303	1	15012	136.00	14.00	122.00	136.00	56	2	1	4	15	2.50	0.00	3.00	0	2.50	122.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2500	0	0	0	0
200001-EPC-20070212-00002	49306	1	15012	87.00	9.00	78.00	87.00	56	2	1	4	15	1.60	0.00	2.00	0	1.60	78.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1600	0	0	0	0
200001-EPC-20070212-00002	49307	1	15012	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49308	1	15012	76.00	8.00	68.00	76.00	56	2	1	4	15	1.40	0.00	2.00	0	1.40	68.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1400	0	0	0	0
200001-EPC-20070212-00002	49309	1	15008	136.00	14.00	122.00	136.00	56	2	1	4	15	2.50	0.00	3.00	0	2.50	122.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2500	0	0	0	0
200001-EPC-20070212-00002	49310	1	15012	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49311	1	15012	114.00	11.00	103.00	114.00	56	2	1	4	15	2.10	0.00	2.00	0	2.10	103.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2100	0	0	0	0
200001-EPC-20070212-00002	49313	1	15012	27.00	3.00	24.00	27.00	56	2	1	4	15	0.50	0.00	1.00	0	0.50	24.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	500	0	0	0	0
200001-EPC-20070212-00002	49316	1	15003	66.00	7.00	59.00	66.00	56	2	1	4	15	1.20	0.00	1.00	0	1.20	59.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1200	0	0	0	0
200001-EPC-20070212-00002	49317	1	15014	81.00	8.00	73.00	81.00	56	2	1	4	15	1.50	0.00	2.00	0	1.50	73.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1500	0	0	0	0
200001-EPC-20070212-00002	49318	1	15014	141.00	14.00	127.00	141.00	56	2	1	4	15	2.60	0.00	3.00	0	2.60	127.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2600	0	0	0	0
200001-EPC-20070212-00002	49321	1	15014	130.00	13.00	117.00	130.00	56	2	1	4	15	2.40	0.00	3.00	0	2.40	117.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2400	0	0	0	0
200001-EPC-20070212-00002	49323	1	15014	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49324	1	15014	93.00	9.00	84.00	93.00	56	2	1	4	15	1.70	0.00	2.00	0	1.70	84.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1700	0	0	0	0
200001-EPC-20070212-00002	49325	1	15005	93.00	9.00	84.00	93.00	56	2	1	4	15	1.70	0.00	2.00	0	1.70	84.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1700	0	0	0	0
200001-EPC-20070212-00002	49326	1	15014	54.00	5.00	49.00	54.00	56	2	1	4	15	1.00	0.00	2.00	0	1.00	49.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1000	0	0	0	0
200001-EPC-20070212-00002	49327	1	15012	43.00	4.00	39.00	43.00	56	2	1	4	15	0.80	0.00	1.00	0	0.80	39.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	800	0	0	0	0
200001-EPC-20070212-00002	49330	1	15014	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49332	1	15014	66.00	7.00	59.00	66.00	56	2	1	4	15	1.20	0.00	1.00	0	1.20	59.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1200	0	0	0	0
200001-EPC-20070212-00002	49333	1	15014	130.00	13.00	117.00	130.00	56	2	1	4	15	2.40	0.00	3.00	0	2.40	117.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2400	0	0	0	0
200001-EPC-20070212-00002	49334	1	15014	97.00	10.00	87.00	97.00	56	2	1	4	15	1.80	0.00	2.00	0	1.80	87.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1800	0	0	0	0
200001-EPC-20070212-00002	49335	1	15014	49.00	5.00	44.00	49.00	56	2	1	4	15	0.90	0.00	1.00	0	0.90	44.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	900	0	0	0	0
200001-EPC-20070212-00002	49336	1	15003	114.00	11.00	103.00	114.00	56	2	1	4	15	2.10	0.00	3.00	0	2.10	103.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2100	0	0	0	0
200001-EPC-20070212-00002	49337	1	15014	130.00	13.00	117.00	130.00	56	2	1	4	15	2.40	0.00	3.00	0	2.40	117.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2400	0	0	0	0
200001-EPC-20070212-00002	49338	1	15014	136.00	14.00	122.00	136.00	56	2	1	4	15	2.50	0.00	3.00	0	2.50	122.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2500	0	0	0	0
200001-EPC-20070212-00002	49339	1	15014	93.00	9.00	84.00	93.00	56	2	1	4	15	1.70	0.00	2.00	0	1.70	84.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1700	0	0	0	0
200001-EPC-20070212-00002	49340	1	15014	136.00	14.00	122.00	136.00	56	2	1	4	15	2.50	0.00	3.00	0	2.50	122.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2500	0	0	0	0
200001-EPC-20070212-00002	49341	1	15003	136.00	14.00	122.00	136.00	56	2	1	4	15	2.50	0.00	3.00	0	2.50	122.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2500	0	0	0	0
200001-EPC-20070212-00002	49344	1	15014	54.00	5.00	49.00	54.00	56	2	1	4	15	1.00	0.00	1.00	0	1.00	49.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1000	0	0	0	0
200001-EPC-20070212-00002	49345	1	15014	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49346	1	15014	93.00	9.00	84.00	93.00	56	2	1	4	15	1.70	0.00	2.00	0	1.70	84.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1700	0	0	0	0
200001-EPC-20070212-00002	49347	1	15014	120.00	12.00	108.00	120.00	56	2	1	4	15	2.20	0.00	3.00	0	2.20	108.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2200	0	0	0	0
200001-EPC-20070212-00002	49349	1	15014	87.00	9.00	78.00	87.00	56	2	1	4	15	1.60	0.00	2.00	0	1.60	78.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1600	0	0	0	0
200001-EPC-20070212-00002	49350	1	15014	49.00	5.00	44.00	49.00	56	2	1	4	15	0.90	0.00	1.00	0	0.90	44.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	900	0	0	0	0
200001-EPC-20070212-00002	49351	1	15014	124.00	12.00	112.00	124.00	56	2	1	4	15	2.30	0.00	3.00	0	2.30	112.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2300	0	0	0	0
200001-EPC-20070212-00002	49352	1	15014	60.00	6.00	54.00	60.00	56	2	1	4	15	1.10	0.00	1.00	0	1.10	54.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1100	0	0	0	0
200001-EPC-20070212-00002	49353	1	15014	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49356	1	15014	49.00	5.00	44.00	49.00	56	2	1	4	15	0.90	0.00	1.00	0	0.90	44.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	900	0	0	0	0
200001-EPC-20070212-00002	49358	1	15014	60.00	6.00	54.00	60.00	56	2	1	4	15	1.10	0.00	1.00	0	1.10	54.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1100	0	0	0	0
200001-EPC-20070212-00002	49360	1	15012	109.00	11.00	98.00	109.00	56	2	1	4	15	2.00	0.00	2.00	0	2.00	98.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2000	0	0	0	0
200001-EPC-20070212-00002	49362	1	15014	93.00	9.00	84.00	93.00	56	2	1	4	15	1.70	0.00	2.00	0	1.70	84.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1700	0	0	0	0
200001-EPC-20070212-00002	49364	1	15014	60.00	6.00	54.00	60.00	56	2	1	4	15	1.10	0.00	2.00	0	1.10	54.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1100	0	0	0	0
200001-EPC-20070212-00002	49366	1	15014	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49367	1	15014	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49368	1	15014	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49369	1	15014	81.00	8.00	73.00	81.00	56	2	1	4	15	1.50	0.00	2.00	0	1.50	73.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1500	0	0	0	0
200001-EPC-20070212-00002	49370	1	15014	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49371	1	15009	109.00	11.00	98.00	109.00	56	2	1	4	15	2.00	0.00	3.00	0	2.00	98.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2000	0	0	0	0
200001-EPC-20070212-00002	49372	1	15014	141.00	14.00	127.00	141.00	56	2	1	4	15	2.60	0.00	3.00	0	2.60	127.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2600	0	0	0	0
200001-EPC-20070212-00002	49373	1	15014	124.00	12.00	112.00	124.00	56	2	1	4	15	2.30	0.00	3.00	0	2.30	112.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2300	0	0	0	0
200001-EPC-20070212-00002	49374	1	15014	124.00	12.00	112.00	124.00	56	2	1	4	15	2.30	0.00	3.00	0	2.30	112.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2300	0	0	0	0
200001-EPC-20070212-00002	49375	1	15014	33.00	3.00	30.00	33.00	56	2	1	4	15	0.60	0.00	3.00	0	0.60	30.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	600	0	0	0	0
200001-EPC-20070212-00002	49376	1	15003	124.00	12.00	112.00	124.00	56	2	1	4	15	2.30	0.00	3.00	0	2.30	112.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2300	0	0	0	0
200001-EPC-20070212-00002	49377	1	15014	87.00	9.00	78.00	87.00	56	2	1	4	15	1.60	0.00	3.00	0	1.60	78.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1600	0	0	0	0
200001-EPC-20070212-00002	49378	1	15014	54.00	5.00	49.00	54.00	56	2	1	4	15	1.00	0.00	1.00	0	1.00	49.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1000	0	0	0	0
200001-EPC-20070212-00002	49380	1	15014	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49381	1	15014	157.00	16.00	141.00	157.00	56	2	1	4	15	2.90	0.00	3.00	0	2.90	141.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2900	0	0	0	0
200001-EPC-20070212-00002	49382	1	15014	76.00	8.00	68.00	76.00	56	2	1	4	15	1.40	0.00	2.00	0	1.40	68.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1400	0	0	0	0
200001-EPC-20070212-00002	49385	1	15014	81.00	8.00	73.00	81.00	56	2	1	4	15	1.50	0.00	2.00	0	1.50	73.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1500	0	0	0	0
200001-EPC-20070212-00002	49386	1	15014	87.00	9.00	78.00	87.00	56	2	1	4	15	1.60	0.00	2.00	0	1.60	78.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1600	0	0	0	0
200001-EPC-20070212-00002	49387	1	15014	60.00	6.00	54.00	60.00	56	2	1	4	15	1.10	0.00	2.00	0	1.10	54.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1100	0	0	0	0
200001-EPC-20070212-00002	49388	1	15014	124.00	12.00	112.00	124.00	56	2	1	4	15	2.30	0.00	3.00	0	2.30	112.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2300	0	0	0	0
200001-EPC-20070212-00002	49389	1	15014	49.00	5.00	44.00	49.00	56	2	1	4	15	0.90	0.00	1.00	0	0.90	44.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	900	0	0	0	0
200001-EPC-20070212-00002	49391	1	15007	130.00	13.00	117.00	130.00	56	2	1	4	15	2.40	0.00	3.00	0	2.40	117.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2400	0	0	0	0
200001-EPC-20070212-00002	49392	1	15014	38.00	4.00	34.00	38.00	56	2	1	4	15	0.70	0.00	1.00	0	0.70	34.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	700	0	0	0	0
200001-EPC-20070212-00002	49398	1	15014	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49399	1	15014	70.00	7.00	63.00	70.00	56	2	1	4	15	1.30	0.00	2.00	0	1.30	63.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1300	0	0	0	0
200001-EPC-20070212-00002	49401	1	15003	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49402	1	15014	124.00	12.00	112.00	124.00	56	2	1	4	15	2.30	0.00	3.00	0	2.30	112.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2300	0	0	0	0
200001-EPC-20070212-00002	49405	1	15014	97.00	10.00	87.00	97.00	56	2	1	4	15	1.80	0.00	2.00	0	1.80	87.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1800	0	0	0	0
200001-EPC-20070212-00002	49409	1	15014	76.00	8.00	68.00	76.00	56	2	1	4	15	1.40	0.00	1.00	0	1.40	68.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1400	0	0	0	0
200001-EPC-20070212-00002	49410	1	15014	87.00	9.00	78.00	87.00	56	2	1	4	15	1.60	0.00	2.00	0	1.60	78.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1600	0	0	0	0
200001-EPC-20070212-00002	49411	1	15014	109.00	11.00	98.00	109.00	56	2	1	4	15	2.00	0.00	3.00	0	2.00	98.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2000	0	0	0	0
200001-EPC-20070212-00002	49412	1	15014	81.00	8.00	73.00	81.00	56	2	1	4	15	1.50	0.00	3.00	0	1.50	73.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1500	0	0	0	0
200001-EPC-20070212-00002	49413	1	15014	27.00	3.00	24.00	27.00	56	2	1	4	15	0.50	0.00	1.00	0	0.50	24.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	500	0	0	0	0
200001-EPC-20070212-00002	49414	1	15014	43.00	4.00	39.00	43.00	56	2	1	4	15	0.80	0.00	1.00	0	0.80	39.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	800	0	0	0	0
200001-EPC-20070212-00002	49415	1	15014	60.00	6.00	54.00	60.00	56	2	1	4	15	1.10	0.00	2.00	0	1.10	54.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1100	0	0	0	0
200001-EPC-20070212-00002	49416	1	15014	147.00	15.00	132.00	147.00	56	2	1	4	15	2.70	0.00	3.00	0	2.70	132.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2700	0	0	0	0
200001-EPC-20070212-00002	49417	1	15014	152.00	15.00	137.00	152.00	56	2	1	4	15	2.80	0.00	3.00	0	2.80	137.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	2800	0	0	0	0
200001-EPC-20070212-00002	49419	1	15007	54.00	5.00	49.00	54.00	56	2	1	4	15	1.00	0.00	1.00	0	1.00	49.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	1000	0	0	0	0
200001-EPC-20070212-00002	49420	1	15014	49.00	5.00	44.00	49.00	56	2	1	4	15	0.90	0.00	1.00	0	0.90	44.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	900	0	0	0	0
200001-EPC-20070212-00002	49421	1	15014	22.00	2.00	20.00	22.00	56	2	1	4	15	0.40	0.00	1.00	0	0.40	20.00	0.00	0	NULL	7.00	0.00	0.00	NULL	NULL	NULL	0.00	NULL	400	0	0	0	0
